respondent_id,submission_time,duration_seconds,age_group,gender,emirate,nationality,income,occupation,formal_attire_freq,occasions,accessories_purchased,purchase_freq,buy_location,shopping_channel,spend_tie,spend_socks,main_influence,imp_fabric_quality,imp_design,imp_pricing,imp_brand_rep,imp_comfort,imp_durability,imp_variety,imp_sustainability,brands_purchased,loyalty_factor,willing_try_new,convince_try,purchase_likelihood_6m,saturn_consideration,most_important_feature
R2648,2025-02-14 20:43,184,45–54,Male,Dubai,South Asian,"10,001–20,000",Private Employee,3–5 times/week,Office; Religious Events,None,Once a year,Online Marketplace,Online,AED 101–200,Under AED 25,Brand Reputation,4,5,5,3,4,4,4,1,Other,Customer Service,Definitely Not,Social Media Reviews; Influencer Recommendations; Money-back Guarantee,Unlikely,Probably Would Not,Exclusive limited editions
R2003,2025-04-01 01:03,258,18–24,Male,Abu Dhabi,South Asian,"Under 5,000",Government Employee,Once a week,Never,Dress Socks; Belts,Every 6 months,Shopping Mall,Online,Under AED 50,Under AED 25,Design,4,4,3,2,3,3,3,4,Zara,Product Variety,Probably,Influencer Recommendations; Word of Mouth; Money-back Guarantee,Unlikely,Probably Would Not,Comfort and fit
R2278,2025-02-07 00:33,412,45–54,Male,Abu Dhabi,South Asian,"10,001–20,000",Private Employee,Once a week,Parties; Religious Events,Dress Socks; Belts,Every 6 months,Brand Website,No Preference,AED 101–200,AED 25–50,Fabric Quality,5,4,3,5,3,5,4,2,Other,Customer Service,Probably,Premium Quality; Influencer Recommendations; Word of Mouth,Unlikely,Probably Would Not,Wide variety of designs
R2823,2025-03-25 04:17,484,35–44,Male,Dubai,Arab Expat,"5,000–10,000",Student,Rarely,Never,Pocket Squares; Dress Socks; Cufflinks; Belts,Every 6 months,Online Marketplace,Online,AED 50–100,Under AED 25,Durability,3,4,2,1,5,5,3,4,Other,Design,Not Sure,Introductory Discounts; Social Media Reviews; Influencer Recommendations,Unlikely,Probably Would Not,Sustainable materials
R3437,2025-02-12 00:18,434,35–44,Male,Sharjah,South Asian,"Above 35,000",Business Owner,3–5 times/week,Office; Weddings; Business Meetings,Ties; Pocket Squares; Dress Socks,Every 6 months,Brand Store,Physical Store,Under AED 50,AED 25–50,Design,4,5,5,2,5,5,3,4,Other,Design,Not Sure,Introductory Discounts; Premium Quality,Likely,Probably Would,Trustworthy after-sales support
R3890,2025-02-08 18:31,393,18–24,Female,Sharjah,Arab Expat,"5,000–10,000",Other,Occasionally,Weddings; Religious Events,Ties; Handkerchiefs,Only when needed,Online Marketplace,Online,AED 50–100,AED 25–50,Comfort,3,5,3,4,2,5,4,5,Brooks Brothers,Price,Probably,Introductory Discounts; Word of Mouth,Unlikely,Probably Would Not,Value for money
R2836,2025-03-15 06:29,392,Under 18,Male,Dubai,South Asian,"10,001–20,000",Self-employed,Once a week,Office; Business Meetings; Formal Dinners,Ties; Dress Socks; Belts,Every 3 months,,Physical Store,AED 101–200,AED 25–50,Fabric Quality,3,5,5,5,5,4,4,2,Massimo Dutti; Hugo Boss,Quality,Definitely,Introductory Discounts; Influencer Recommendations; Word of Mouth,Very Likely,Definitely Would,Comfort and fit
R3846,,384,25–34,Female,Sharjah,European,"10,001–20,000",Private Employee,Daily,Weddings; Business Meetings; Religious Events; Formal Dinners,Ties; Dress Socks; Handkerchiefs; Cufflinks; Belts,Every 3 months,Brand Website,Online,AED 50–100,Under AED 25,Durability,3,5,,4,4,5,4,4,Massimo Dutti; Brooks Brothers,Prestige,Probably,Premium Quality; Influencer Recommendations; Word of Mouth,Very Likely,Definitely Would,Sustainable materials
R2546,2025-02-12 14:29,289,25–34,Prefer not to say,Abu Dhabi,Emirati,"10,001–20,000",Other,Occasionally,Weddings; Parties,Dress Socks,Only when needed,Online Marketplace,Online,AED 50–100,Under AED 25,Price,3,3,2,4,5,5,3,2,Hugo Boss,Price,Probably Not,Money-back Guarantee,Very Unlikely,Definitely Would Not,Local UAE identity
R1335,2025-03-02 08:58,139,35–44,Male,Dubai,European,"5,000–10,000",Government Employee,Once a week,Never,Ties; Dress Socks,Once a year,Online Marketplace,Physical Store,AED 50–100,Under AED 25,Design,3,3,5,3,3,4,3,4,H&M; Massimo Dutti,Quality,Not Sure,Introductory Discounts; Premium Quality,Unlikely,Probably Would Not,Wide variety of designs
R1088,2025-03-09 03:19,398,25–34,Male,Dubai,Arab Expat,"20,001–35,000",Private Employee,Once a week,Office; Weddings; Business Meetings; Parties,Ties; Dress Socks; Cufflinks,Monthly,Department Store,Online,AED 50–100,AED 25–50,Comfort,4,5,5,5,3,5,4,5,Hugo Boss,Quality,Probably Not,Social Media Reviews; Word of Mouth; Luxury Packaging,Unlikely,Probably Would Not,Unique and elegant designs
R1874,2025-02-22 05:55,500,35–44,Prefer not to say,Dubai,South Asian,"Above 35,000",Private Employee,Daily,Office; Weddings; Parties; Formal Dinners,Ties; Dress Socks,Every 3 months,Brand Store,No Preference,Under AED 50,Under AED 25,Brand Reputation,4,4,5,5,5,4,5,4,Brooks Brothers,Customer Service,Not Sure,Introductory Discounts; Premium Quality; Influencer Recommendations,Neutral,Not Sure,Unique and elegant designs
R3634,2025-02-06 00:54,189,25–34,Male,Dubai,Arab Expat,"5,000–10,000",Private Employee,3–5 times/week,Formal Dinners,Ties; Dress Socks; Cufflinks,Monthly,Shopping Mall,Physical Store,Above AED 300,Under AED 25,Price,5,4,5,5,5,5,3,2,Massimo Dutti,Price,Definitely Not,Premium Quality,Very Unlikely,Definitely Would Not,Premium fabric quality
R1543,2025-02-05 21:16,184,55+,Male,Abu Dhabi,Arab Expat,"Above 35,000",Government Employee,Occasionally,Office; Business Meetings,Pocket Squares; Dress Socks; Belts,Only when needed,Brand Website,Physical Store,Above AED 300,AED 25–50,Fabric Quality,5,3,4,5,4,2,3,3,H&M,Customer Service,Probably Not,Premium Quality; Influencer Recommendations,Unlikely,Probably Would Not,Fast and reliable delivery
R2241,2025-03-15 16:12,417,25–34,Female,Dubai,South Asian,"Above 35,000",Private Employee,Occasionally,Office; Weddings; Business Meetings; Formal Dinners,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Belts,Every 6 months,Online Marketplace,No Preference,AED 101–200,Above AED 75,Fabric Quality,3,5,4,4,3,4,3,5,Zara; Hugo Boss; Brooks Brothers,Prestige,Probably,Introductory Discounts; Premium Quality; Social Media Reviews,Unlikely,Not Sure,Value for money
R2880,2025-04-01 20:10,306,25–34,Male,Dubai,South Asian,"Above 35,000",Business Owner,Once a week,Office; Weddings; Business Meetings; Religious Events; Formal Dinners,Ties; Pocket Squares; Dress Socks; Cufflinks; Belts,Every 3 months,Shopping Mall,No Preference,AED 201–300,AED 25–50,Comfort,4,5,3,5,3,5,4,5,Zara; Massimo Dutti,Design,Definitely,Introductory Discounts; Social Media Reviews; Word of Mouth,Very Likely,Definitely Would,Wide variety of designs
R3897,2025-02-27 20:33,313,25–34,Female,Dubai,South Asian,"5,000–10,000",Private Employee,Once a week,Office; Religious Events,Ties; Pocket Squares; Dress Socks; Handkerchiefs,Every 3 months,Brand Store,Online,AED 50–100,Under AED 25,Comfort,3,4,3,2,5,4,3,3,Other,Price,Probably,Introductory Discounts; Influencer Recommendations; Money-back Guarantee,Likely,Probably Would,Wide variety of designs
R3500,2025-02-07 13:22,320,18–24,Male,Dubai,Arab Expat,"5,000–10,000",Private Employee,Occasionally,Office; Weddings; Business Meetings,Ties; Dress Socks,Every 3 months,Online Marketplace,Online,AED 50–100,Under AED 25,Fabric Quality,4,5,4,3,3,3,3,1,Zara; Massimo Dutti,Quality,Definitely Not,Social Media Reviews; Money-back Guarantee,Unlikely,Definitely Would,N/A
R1319,2025-03-12 00:24,245,45–54,Male,Abu Dhabi,South Asian,"5,000–10,000",Student,Rarely,Office,Ties,Only when needed,Shopping Mall,Physical Store,AED 50–100,AED 25–50,Durability,3,3,5,2,4,3,4,4,H&M,Product Variety,Definitely,Introductory Discounts,Very Likely,Definitely Would,Wide variety of designs
R1519,2025-02-02 09:19,401,45–54,Male,Dubai,South Asian,"10,001–20,000",Private Employee,Occasionally,Religious Events,Ties; Pocket Squares; Dress Socks; Belts,Once a year,Brand Store,Physical Store,AED 50–100,Under AED 25,Durability,4,5,4,5,4,5,2,3,Zara; H&M,Product Variety,Probably,Introductory Discounts; Premium Quality; Word of Mouth,Neutral,Not Sure,Unique and elegant designs
R3642,2025-03-08 10:17,217,35–44,Male,Dubai,Arab Expat,"20,001–35,000",Business Owner,Once a week,Office; Business Meetings; Parties; Religious Events; Formal Dinners,Dress Socks; Handkerchiefs; Cufflinks; Belts,Every 3 months,Tailor/Boutique,Physical Store,Above AED 300,Above AED 75,Brand Reputation,5,5,5,4,4,5,4,5,Brooks Brothers,Customer Service,Definitely,Influencer Recommendations; Money-back Guarantee,Very Likely,Definitely Would,Sustainable materials
R1878,2025-03-27 22:52,314,35–44,Male,Abu Dhabi,South Asian,"20,001–35,000",Business Owner,3–5 times/week,Office; Weddings; Business Meetings; Parties; Religious Events,Ties; Dress Socks; Belts,Monthly,Department Store,Physical Store,AED 101–200,Above AED 75,Brand Reputation,3,3,5,5,4,4,3,2,Other,Design,Not Sure,Introductory Discounts; Money-back Guarantee,Likely,Probably Would,Trustworthy after-sales support
R1825,2025-02-13 22:30,432,Under 18,Male,Abu Dhabi,South Asian,"Under 5,000",Student,Occasionally,Office; Business Meetings; Parties; Religious Events; Formal Dinners,Ties,Only when needed,Online Marketplace,Online,Under AED 50,Under AED 25,Design,4,4,4,3,4,5,1,2,H&M,Design,Definitely,Introductory Discounts; Social Media Reviews; Word of Mouth,Unlikely,Probably Would Not,Local UAE identity
R2290,2025-03-01 20:40,529,25–34,Male,Dubai,South Asian,"5,000–10,000",Self-employed,Once a week,Formal Dinners,Ties; Handkerchiefs; Belts,Only when needed,Shopping Mall,Physical Store,Under AED 50,Under AED 25,Price,2,3,1,1,4,5,4,2,H&M,Price,Not Sure,Introductory Discounts; Premium Quality; Money-back Guarantee,Unlikely,Probably Would Not,Affordable pricing
R3575,2025-02-01 21:28,324,35–44,Male,Abu Dhabi,South Asian,"10,001–20,000",Private Employee,Occasionally,Weddings; Parties; Religious Events,Ties; Belts,Every 3 months,Online Marketplace,Online,AED 50–100,Under AED 25,Durability,3,3,4,2,3,4,5,3,Zara,Price,Probably Not,Premium Quality; Social Media Reviews; Word of Mouth,Unlikely,Probably Would Not,Affordable pricing
R3554,2025-02-18 07:46,434,25–34,Male,Sharjah,Southeast Asian,"Above 35,000",Business Owner,Occasionally,Weddings; Business Meetings; Religious Events; Formal Dinners,Pocket Squares; Dress Socks; Handkerchiefs; Belts,Every 6 months,Brand Store,No Preference,Above AED 300,AED 25–50,Design,5,4,5,1,4,5,2,3,Massimo Dutti; Hugo Boss; Charles Tyrwhitt,Quality,Not Sure,Premium Quality; Luxury Packaging; Money-back Guarantee,Unlikely,Probably Would Not,Good customer service
R1138,2025-03-05 17:41,194,35–44,Male,Dubai,South Asian,"5,000–10,000",Student,Rarely,Parties,Dress Socks; Handkerchiefs,Once a year,Online Marketplace,Physical Store,AED 50–100,Under AED 25,Durability,4,3,3,3,2,3,4,2,H&M,Customer Service,Not Sure,Introductory Discounts; Premium Quality; Word of Mouth,Unlikely,Probably Would Not,Durability and long-lasting material
R1163,2025-03-23 02:34,93,18–24,Male,Abu Dhabi,Emirati,"10,001–20,000",Self-employed,Once a week,Weddings; Parties; Religious Events; Formal Dinners,Ties; Handkerchiefs,Only when needed,Brand Website,Physical Store,AED 50–100,Under AED 25,Price,5,5,3,3,5,4,3,5,Zara; Hugo Boss,Product Variety,Not Sure,Premium Quality; Influencer Recommendations,Unlikely,Probably Would Not,Affordable pricing
R2618,2025-03-09 17:35,520,55+,Male,Sharjah,African,"5,000–10,000",Private Employee,Occasionally,Office; Weddings; Parties; Religious Events; Formal Dinners,Ties; Belts,Monthly,Online Marketplace,Physical Store,AED 101–200,Under AED 25,Price,4,4,2,5,3,3,3,1,Other,Prestige,Not Sure,Introductory Discounts; Word of Mouth; Money-back Guarantee,Unlikely,Probably Would Not,Exclusive limited editions
R3835,2025-02-26 21:24,382,35–44,Male,Dubai,GCC,"10,001–20,000",Private Employee,3–5 times/week,Never,Pocket Squares; Dress Socks,Every 6 months,Brand Website,Online,AED 50–100,Under AED 25,Design,5,3,4,4,3,4,4,3,H&M; Massimo Dutti,Price,Probably,Word of Mouth; Money-back Guarantee,Neutral,Not Sure,Affordable pricing
R2791,2025-03-08 21:06,349,25–34,Male,Abu Dhabi,European,"Under 5,000",Student,Once a week,Office; Religious Events,Handkerchiefs; Belts,Once a year,Online Marketplace,Online,Under AED 50,AED 25–50,Comfort,4,4,2,3,3,4,4,3,Other,Price,Definitely Not,Introductory Discounts; Social Media Reviews,Very Unlikely,Definitely Would Not,Premium fabric quality
R2045,2025-02-14 11:52,417,25–34,Male,Fujairah,Arab Expat,"5,000–10,000",Self-employed,Once a week,Office; Religious Events; Formal Dinners,Pocket Squares; Dress Socks; Handkerchiefs; Belts,Every 3 months,Shopping Mall,Online,AED 101–200,AED 51–75,Design,2,5,3,4,4,5,3,4,H&M,Design,Not Sure,Introductory Discounts; Word of Mouth,Very Unlikely,Definitely Would Not,Luxury packaging
R1960,2025-02-18 04:38,679,25–34,Male,Dubai,Arab Expat,"5,000–10,000",Private Employee,3–5 times/week,Office; Formal Dinners,Ties,Every 6 months,Brand Website,Online,AED 101–200,AED 25–50,Brand Reputation,5,3,3,4,4,2,3,4,H&M,Price,Not Sure,Word of Mouth,Unlikely,Probably Would Not,Fast and reliable delivery
R2750,2025-02-14 05:10,366,35–44,Male,Sharjah,South Asian,"Above 35,000",Business Owner,Daily,Weddings; Formal Dinners,Ties; Pocket Squares; Dress Socks; Belts,Every 6 months,Brand Website,Physical Store,AED 101–200,Above AED 75,Fabric Quality,5,4,4,5,3,5,3,3,Other,Prestige,Not Sure,Premium Quality; Social Media Reviews; Luxury Packaging,Unlikely,Probably Would Not,Comfort and fit
R3576,2025-03-26 04:29,584,35–44,Prefer not to say,Dubai,South Asian,"20,001–35,000",Business Owner,Daily,Office; Weddings; Formal Dinners,Ties; Pocket Squares; Dress Socks,Monthly,Brand Store,No Preference,AED 101–200,AED 51–75,Fabric Quality,5,5,4,3,5,4,4,5,Other,Customer Service,Probably,Introductory Discounts; Premium Quality; Money-back Guarantee,Likely,Probably Would,Trustworthy after-sales support
R3286,2025-03-15 07:03,429,45–54,Male,Dubai,Other,"Above 35,000",Government Employee,3–5 times/week,Office; Business Meetings; Formal Dinners,Ties; Handkerchiefs; Cufflinks,Monthly,Online Marketplace,Physical Store,Above AED 300,AED 51–75,Design,3,5,5,4,2,5,3,2,Zara; Massimo Dutti; Hugo Boss; Charles Tyrwhitt,Design,Probably,Word of Mouth; Luxury Packaging,Likely,Probably Would,Comfort and fit
R2504,2025-03-19 06:35,60,35–44,Male,  Abu Dhabi ,European,"10,001–20,000",Private Employee,Daily,Office; Weddings; Formal Dinners,Ties,Only when needed,Brand Store,No Preference,AED 50–100,AED 51–75,Fabric Quality,5,4,5,4,3,5,5,3,Other,Quality,Probably,Premium Quality; Luxury Packaging,Neutral,Not Sure,Exclusive limited editions
R3329,2025-03-30 01:19,394,25–34,Male,Abu Dhabi,Other,"10,001–20,000",Private Employee,Occasionally,Office; Weddings; Formal Dinners,Ties; Handkerchiefs; Cufflinks; Belts,Every 6 months,Online Marketplace,Online,Above AED 300,Above AED 75,Design,4,4,5,5,5,5,5,3,Massimo Dutti; Charles Tyrwhitt,Prestige,Not Sure,Premium Quality; Influencer Recommendations; Money-back Guarantee,Unlikely,Not Sure,Affordable pricing
R3965,2025-02-14 16:35,414,35–44,Male,Dubai,South Asian,"20,001–35,000",Self-employed,Occasionally,Weddings; Business Meetings; Religious Events; Formal Dinners,Pocket Squares; Dress Socks,Every 6 months,Brand Website,Physical Store,Above AED 300,Under AED 25,Design,4,5,2,5,4,4,4,2,Massimo Dutti,Quality,Probably,Social Media Reviews; Word of Mouth,Neutral,Probably Would,Premium fabric quality
R2059,2025-03-15 18:03,451,35–44,Female,Dubai,Other,"20,001–35,000",Government Employee,3–5 times/week,Never,Dress Socks; Cufflinks,Once a year,Brand Website,Online,AED 50–100,AED 25–50,Fabric Quality,4,5,4,5,4,4,4,4,Massimo Dutti; Brooks Brothers,Customer Service,Probably,Introductory Discounts; Premium Quality; Word of Mouth,Likely,Probably Would,Exclusive limited editions
R3729,2025-03-28 17:33,107,45–54,Male,Dubai,South Asian,"20,001–35,000",Government Employee,Once a week,Office; Weddings; Business Meetings; Parties,Ties; Dress Socks,Every 6 months,Online Marketplace,Physical Store,AED 101–200,AED 25–50,Fabric Quality,5,5,5,4,5,3,2,5,Massimo Dutti; Charles Tyrwhitt,Quality,Definitely,Word of Mouth; Luxury Packaging; Money-back Guarantee,Very Likely,Definitely Would,Trustworthy after-sales support
R1655,2025-02-08 11:04,477,25–34,Male,Dubai,European,"10,001–20,000",Government Employee,Daily,Office; Business Meetings; Religious Events,Ties; Dress Socks,Every 6 months,Brand Website,No Preference,AED 101–200,Above AED 75,Design,5,4,3,5,5,4,3,5,Massimo Dutti; Brooks Brothers,Design,Definitely,Introductory Discounts; Social Media Reviews; Luxury Packaging,Likely,Probably Would,Good customer service
R3064,2025-02-23 18:58,447,25–34,Female,Ras Al Khaimah,South Asian,"20,001–35,000",Private Employee,Rarely,Office; Business Meetings; Formal Dinners,Ties; Dress Socks,Every 6 months,Department Store,No Preference,Under AED 50,Under AED 25,Brand Reputation,4,3,4,3,4,3,4,5,H&M; Massimo Dutti,Quality,Definitely,Premium Quality; Word of Mouth; Money-back Guarantee,Very Likely,Definitely Would,Luxury packaging
R3335,2025-03-13 14:33,352,35–44,Male,Abu Dhabi,South Asian,"10,001–20,000",Private Employee,Once a week,Weddings; Business Meetings,Ties; Belts,Every 3 months,Shopping Mall,No Preference,AED 50–100,Under AED 25,Price,3,4,4,3,4,3,2,4,Other,Design,Not Sure,Premium Quality; Social Media Reviews,Unlikely,Probably Would Not,Wide variety of designs
R1137,2025-02-14 15:11,390,25–34,Male,Dubai,Emirati,"10,001–20,000",Self-employed,Once a week,Office; Weddings; Business Meetings,Pocket Squares; Belts,Once a year,Department Store,Online,AED 50–100,AED 51–75,Price,5,4,4,3,3,4,3,3,Massimo Dutti,Design,Definitely,Premium Quality; Social Media Reviews; Influencer Recommendations,Likely,Probably Would,Trustworthy after-sales support
R3376,2025-03-22 05:21,138,45–54,Male,Sharjah,GCC,,Private Employee,3–5 times/week,Office; Weddings; Religious Events; Formal Dinners,Ties; Pocket Squares; Cufflinks; Belts,Every 6 months,Brand Store,Physical Store,AED 201–300,Above AED 75,Design,5,4,5,5,3,5,2,4,,Quality,Definitely Not,Introductory Discounts; Premium Quality; Word of Mouth,Unlikely,Probably Would Not,
R2976,2025-02-19 06:14,568,25–34,Male,Sharjah,Arab Expat,"10,001–20,000",Private Employee,3–5 times/week,Never,Dress Socks,Every 6 months,Department Store,No Preference,Under AED 50,AED 25–50,Price,3,5,3,4,3,2,2,4,Zara; Hugo Boss,Price,Definitely,Introductory Discounts; Social Media Reviews; Word of Mouth,Likely,Definitely Would,Durability and long-lasting material
R2581,2025-02-13 17:31,343,25–34,Male,Sharjah,Arab Expat,"5,000–10,000",Private Employee,Daily,Office; Weddings; Business Meetings; Formal Dinners,Ties; Dress Socks; Cufflinks,Monthly,Brand Store,Physical Store,AED 50–100,Under AED 25,Brand Reputation,5,5,3,5,4,4,3,4,Zara; Charles Tyrwhitt,Prestige,Definitely,Influencer Recommendations; Money-back Guarantee,Likely,Probably Would,Unique and elegant designs
R1697,2025-02-25 15:36,574,35–44,Male,Dubai,Arab Expat,"5,000–10,000",Self-employed,3–5 times/week,Weddings; Parties,Ties; Pocket Squares; Dress Socks; Belts,Monthly,Brand Store,Physical Store,AED 101–200,AED 25–50,Durability,3,5,4,5,3,4,5,2,Massimo Dutti; Hugo Boss; Charles Tyrwhitt,Price,Not Sure,Premium Quality; Luxury Packaging,Likely,Probably Would,-
R2097,2025-02-13 00:04,487,35–44,Male,Dubai,Other,"10,001–20,000",Private Employee,Daily,Religious Events,Ties; Dress Socks,Every 3 months,Online Marketplace,Physical Store,AED 101–200,Under AED 25,Price,4,4,3,3,5,3,2,3,Massimo Dutti,Price,Probably,Premium Quality,Unlikely,Probably Would Not,Exclusive limited editions
R3599,2025-02-23 07:46,348,55+,Male,Dubai,South Asian,"5,000–10,000",Self-employed,Rarely,Weddings; Religious Events,Ties; Dress Socks; Handkerchiefs,Once a year,Department Store,Online,AED 50–100,Under AED 25,Comfort,4,4,3,3,4,5,3,3,Hugo Boss,Price,Probably,Introductory Discounts; Social Media Reviews; Word of Mouth,Unlikely,Probably Would Not,Unique and elegant designs
R3625,2025-02-03 04:10,257,25–34,Male,Dubai,South Asian,"10,001–20,000",Private Employee,Rarely,Office; Weddings; Business Meetings; Religious Events,Dress Socks; Handkerchiefs,Every 6 months,Department Store,Physical Store,AED 50–100,Above AED 75,Price,5,5,3,2,5,5,4,3,Hugo Boss,Quality,Not Sure,Social Media Reviews; Luxury Packaging,Unlikely,Probably Would Not,Strong brand reputation
R2392,2025-02-26 14:37,161,18–24,Male,Dubai,Emirati,"5,000–10,000",Self-employed,Once a week,Office; Weddings; Parties; Religious Events,Dress Socks; Belts,Every 6 months,Shopping Mall,Online,AED 101–200,AED 25–50,Fabric Quality,4,4,3,3,4,5,3,4,Zara,Design,Probably,Introductory Discounts; Premium Quality,Unlikely,Probably Would Not,Comfort and fit
R3932,2025-02-12 02:44,88,35–44,Male,Dubai,South Asian,"Under 5,000",Student,Rarely,Office; Business Meetings,Ties; Pocket Squares; Belts,Once a year,Brand Store,Physical Store,Under AED 50,Under AED 25,Price,2,4,2,4,4,3,3,2,Zara,Customer Service,Not Sure,Social Media Reviews,Unlikely,Probably Would Not,Value for money
R2266,2025-03-19 06:35,382,25–34,Male,Dubai,Arab Expat,"10,001–20,000",Business Owner,Occasionally,Weddings; Business Meetings; Formal Dinners,Ties; Belts,Every 3 months,Shopping Mall,Online,Above AED 300,Above AED 75,Price,3,2,4,4,4,5,4,2,Other,Quality,Probably,Influencer Recommendations; Word of Mouth,Neutral,Not Sure,Good customer service
R1135,2025-03-14 18:51,324,18–24,Male,Dubai,Southeast Asian,"5,000–10,000",Government Employee,3–5 times/week,Weddings; Business Meetings; Parties; Formal Dinners,Ties; Handkerchiefs; Belts,Monthly,Tailor/Boutique,Online,AED 101–200,Above AED 75,Fabric Quality,5,5,5,4,5,4,5,5,Zara; Hugo Boss,Quality,Not Sure,Word of Mouth; Money-back Guarantee,Unlikely,Probably Would Not,Comfort and fit
R2169,2025-03-01 06:13,353,18–24,Male,Dubai,South Asian,"Under 5,000",Private Employee,Occasionally,Religious Events; Formal Dinners,Belts,Every 6 months,Shopping Mall,Physical Store,Under AED 50,Under AED 25,Design,4,3,3,2,5,3,2,2,Other,Quality,Probably Not,Premium Quality; Social Media Reviews; Influencer Recommendations,Very Unlikely,Definitely Would Not,Unique and elegant designs
R3135,2025-03-20 09:47,585,25–34,Male,Dubai,African,"10,001–20,000",Government Employee,Daily,Weddings; Business Meetings; Religious Events,Ties; Dress Socks; Belts,Every 6 months,Online Marketplace,No Preference,AED 101–200,AED 51–75,Brand Reputation,5,4,3,3,4,3,4,5,Massimo Dutti; Hugo Boss; Brooks Brothers,Quality,Definitely,Introductory Discounts; Premium Quality; Social Media Reviews,Neutral,Not Sure,Sustainable materials
R2503,2025-02-13 15:10,210,25–34,Male,Abu Dhabi,Emirati,"10,001–20,000",Private Employee,Occasionally,Weddings; Business Meetings; Formal Dinners,Ties; Pocket Squares; Dress Socks; Belts,Once a year,Online Marketplace,Online,AED 101–200,Above AED 75,Brand Reputation,5,3,3,3,5,3,5,3,Other,Product Variety,Probably,Premium Quality; Social Media Reviews; Money-back Guarantee,Neutral,Probably Would,Wide variety of designs
R2362,2025-03-29 03:23,476,35–44,Male,Ajman,South Asian,"Above 35,000",Private Employee,Occasionally,Office; Weddings; Business Meetings; Parties,Ties; Dress Socks,Every 6 months,Brand Store,No Preference,AED 101–200,AED 25–50,Brand Reputation,5,4,3,5,4,4,4,4,Hugo Boss,Quality,Probably,Premium Quality; Luxury Packaging,Likely,Probably Would,Wide variety of designs
R3414,2025-03-18 14:37,476,25–34,Male,Dubai,African,"Above 35,000",Private Employee,Daily,Office; Business Meetings,Pocket Squares; Dress Socks; Cufflinks; Belts,Every 3 months,Brand Store,Online,AED 201–300,AED 25–50,Comfort,4,4,3,5,4,4,4,3,Zara; Massimo Dutti; Hugo Boss; Charles Tyrwhitt,Prestige,Not Sure,Introductory Discounts; Word of Mouth; Luxury Packaging,Very Likely,Definitely Would,Wide variety of designs
R1148,2025-02-11 20:02,116,25–34,Female,Ras Al Khaimah,South Asian,"5,000–10,000",Private Employee,Once a week,Religious Events; Formal Dinners,Ties; Dress Socks; Handkerchiefs; Cufflinks; Belts,Every 6 months,Tailor/Boutique,Online,AED 101–200,AED 25–50,Design,2,1,4,2,3,4,4,1,Other,Product Variety,Probably Not,Introductory Discounts; Premium Quality,Very Unlikely,Definitely Would Not,Sustainable materials
R1303,2025-03-03 05:38,115,25–34,Prefer not to say,Dubai,Emirati,"10,001–20,000",Government Employee,Daily,Weddings; Business Meetings,Dress Socks; Handkerchiefs; Belts,Once a year,Brand Store,Online,AED 201–300,Under AED 25,Design,4,4,2,2,5,5,5,1,Hugo Boss; Brooks Brothers,Quality,Not Sure,Introductory Discounts; Premium Quality; Word of Mouth,Unlikely,Probably Would Not,Affordable pricing
R2017,2025-03-01 19:29,449,45–54,Male,Dubai,European,"10,001–20,000",Government Employee,Once a week,Office; Weddings; Parties,Dress Socks,Every 6 months,Online Marketplace,Physical Store,AED 50–100,Under AED 25,Price,4,3,4,4,4,4,4,3,Zara; H&M; Massimo Dutti,Quality,Definitely,Introductory Discounts; Premium Quality; Social Media Reviews,Likely,Probably Would,Durability and long-lasting material
R2924,2025-02-21 22:26,416,25–34,Male,Sharjah,South Asian,"20,001–35,000",Business Owner,3–5 times/week,Office; Business Meetings; Formal Dinners,Ties; Dress Socks,Every 3 months,Brand Store,No Preference,AED 101–200,Under AED 25,Brand Reputation,5,5,4,4,4,3,3,5,Zara; Massimo Dutti,Quality,Definitely,Introductory Discounts; Premium Quality; Social Media Reviews,Very Likely,Definitely Would,Exclusive limited editions
R2052,2025-03-19 20:21,523,25–34,Male,Dubai,Southeast Asian,"10,001–20,000",Private Employee,Once a week,Office; Parties; Religious Events; Formal Dinners,Ties,Every 3 months,Shopping Mall,Online,AED 50–100,AED 51–75,Durability,2,3,4,3,5,3,3,3,Zara,Quality,Not Sure,Introductory Discounts; Premium Quality; Money-back Guarantee,Very Unlikely,Definitely Would Not,Luxury packaging
R3740,2025-03-09 14:11,209,18–24,Male,Dubai,Emirati,"10,001–20,000",Business Owner,3–5 times/week,Weddings; Business Meetings; Formal Dinners,Ties,Only when needed,Shopping Mall,No Preference,AED 101–200,Under AED 25,Comfort,5,5,5,4,4,3,4,4,Other,Price,Definitely,Social Media Reviews; Luxury Packaging; Money-back Guarantee,Very Likely,Definitely Would,Exclusive limited editions
R3370,2025-02-08 13:31,454,25–34,Male,Abu Dhabi,South Asian,"20,001–35,000",Business Owner,Occasionally,Office; Weddings; Business Meetings; Formal Dinners,Ties; Belts,Only when needed,Brand Store,Physical Store,AED 201–300,Above AED 75,Fabric Quality,5,4,5,4,4,6,7,3,Hugo Boss,Product Variety,Definitely,Introductory Discounts; Premium Quality; Social Media Reviews,Likely,Probably Would,Durability and long-lasting material
